Date,Close,Volume,NASDAQ Composite,S&P 500,Dow Jones Industrial Average,NYSE,RUSSELL 2000,Hang Seng,Shanghai Composite,CAC 40,FTSE 100,DAX,USD-Yen,USD-GBP,USD-CAD,USD-CNY,USD-AUD,USD-NZD,USD-CHF,USD-EUR,USD-Index,WTI Oil,Brent Oil,Gold (London),Relative_Change,MOM,MOM_1,MOM_2,MOM_3,ROC_5,ROC_10,ROC_15,ROC_20,EMA_10,EMA_20,EMA_50,EMA_200,Name
2016-01-04,153.47662353515625,8251080,,,,,,,,,,,0.0001911661573237,8.846260513495352e-05,-0.0025323516564832,0.0,-0.0021087873159654,0.0012314841063518,-0.0018575557644704,0.000466991198041,,,,,,,,,,,,,,,,,,HKEX
2016-01-05,152.60098266601562,5731915,-0.0023780245396916,0.0020122259542274,0.0005668399000164,0.002649586778312,0.001641632206778,-0.0064893170328087,-0.00259297633673,0.0033565184456278,0.007188153357849,0.0025924378003432,-0.0070151038691825,0.0015621447974007,0.0050343986863377,0.0064315690816356,0.0140639682090035,0.0129141901653273,0.0029214327275246,0.00244210055065,0.0053605619962946,-0.0214906729298547,-0.0214939018140821,0.0030695273956511,-30.531336503827376,-0.0057381076703618,,,,,,,,,,,,HKEX
2016-01-06,151.32730102539062,3396137,-0.0113812132966527,-0.0131153967026469,-0.0146952261032545,-0.0159352667948421,-0.0144716933260808,-0.0098123034025049,0.0225473442768644,-0.0125968114290805,-0.0103956675582262,-0.0093190252049198,-0.0030552829182913,0.0027367688779607,0.0035667055467314,-0.0019769442728828,0.0032337104267952,0.0066784224743938,0.0059655784080405,0.0070271359030722,-0.0022132919248079,-0.0556018885773311,-0.0601317610327711,0.012518545710656,-40.75039493781746,-0.0084167340063198,-0.0057381076703618,,,,,,,,,,,HKEX
2016-01-07,146.55108642578125,10139943,-0.0302598964663078,-0.0237004430144116,-0.0232105953085517,-0.0220747982849844,-0.0272303233468439,-0.0308601377281603,-0.0704489590741445,-0.0171611757319608,-0.0196430017133338,-0.0229263240743325,-0.0041308859295249,0.0030081331460798,0.0059782813010282,0.0052514690978029,0.0116753545453738,0.0087113925830302,-0.0010015283000309,-0.0025052201967492,-0.0096793615801447,-0.0206064391458672,-0.0140227738432791,0.0144701221765162,198.57284909295475,-0.0325907826144176,-0.0084167340063198,-0.0057381076703618,,,,,,,,,,HKEX
2016-01-08,148.46156311035156,7026191,-0.0097667075213716,-0.0108383743902185,-0.0101518955333977,-0.0126057095556277,-0.017255789702896,0.0059198879611015,0.0196512377179765,-0.0158553520683853,-0.0070036100550131,-0.0130773278890294,-0.0090211591713863,0.0002048356562283,0.0024453513918343,0.0055295105221084,0.0088502177991858,0.0026572433282237,-0.0135895676046671,-0.0134522115293124,0.0032579891147137,-0.0033063002355894,-0.0059259485315393,-0.0089373501671428,-30.70778602996092,0.0128684936662714,-0.0325907826144176,-0.0084167340063198,-0.0057381076703618,,,,,,,,,HKEX
2016-01-11,144.95899963378906,5351904,-0.001214491374167,0.0008532721255336,0.003188467010559,-0.0001164237414245,-0.0041100429731392,-0.0276336621372573,-0.0532599054947062,-0.0048501837634667,-0.0068669403840825,-0.0024640769467814,-0.0039135535212667,0.0070209629768025,0.0058148130771795,0.0005468897474614,0.0108077284494645,0.0163652326851921,-0.0016101711181704,-0.0013766540085352,0.0019281757625426,-0.0527744272633515,-0.0596125199845228,-0.0011842309804165,-23.829226959528995,-0.0241624423830948,0.0128684936662714,-0.0325907826144176,-0.0084167340063198,-5.549785827426734,,,,,,,,HKEX
2016-01-12,142.9688720703125,5658817,0.0103341501551175,0.0078027985167563,0.0071744297449711,0.0051281609753837,0.0026873276631191,-0.0088865542587425,0.0020409633210913,0.0153057596882058,0.0097756041647021,0.0163214480812399,0.0048684633234523,-0.0013072902643237,0.0026790152156566,-0.0040992863768137,-0.006318100676438,-0.0056714556316479,0.0094748615112725,0.0076477376594865,0.0024308503556094,-0.0308818630393724,-0.0218700045449912,-0.009940742739683,5.734650696275569,-0.0139200060450768,-0.0241624423830948,0.0128684936662714,-0.0325907826144176,-6.311958433966369,,,,,,,,HKEX
2016-01-13,143.12811279296875,5487906,-0.0341149370767063,-0.0249654523042196,-0.0220880159833402,-0.0211234427956725,-0.0330333591877339,0.0113191869423601,-0.0242366943504006,0.0030122618113046,0.0053632536665975,-0.0024505431742343,0.0015299643250423,0.0074611352250573,0.002320398569086,0.0004573187686283,0.0,0.0017045529147621,0.0013978970362653,0.0012921092348434,-0.0004041721232087,0.0013140278408982,-0.0178224605810503,0.001750206758283,-3.02026024167242,0.0011125747384553,-0.0139200060450768,-0.0241624423830948,0.0128684936662714,-5.41818176684864,,,,,,,,HKEX
2016-01-14,143.12811279296875,7316400,0.0196506321734235,0.0166959053866622,0.0140941036253365,0.0151819753538102,0.0153238910170308,-0.0058927216045916,0.0196813339084251,-0.0179988355355763,-0.0071799705900855,-0.0167413347989509,-0.0034371448103477,0.0019633306251525,0.0067344257102026,0.0004419235956101,0.0074063517426945,0.0089011008387795,0.0030910734482081,-0.003860466814832,0.001617265058337,0.0236220876481778,0.0237545771491072,-0.0125057246767241,33.31861004907883,0.0,0.0011125747384553,-0.0139200060450768,-0.0241624423830948,-2.3356862895356434,,,,,,,,HKEX
2016-01-15,139.62551879882812,6759534,-0.0274279692578548,-0.02159909800185,-0.0238701103681001,-0.0227939669656489,-0.0175008262629385,-0.0149686877680353,-0.0354692178876611,-0.0238192898989323,-0.0192795265267679,-0.0254161298624095,0.006625504430149,-0.0013256163158326,-0.000445903062103,0.0022542528159277,-0.0087390380658627,-0.0004541011747006,-0.0007952420564668,0.002492908318203,-0.0013119109720691,-0.0570513026640646,-0.0006445522823426,0.016388839916025,-7.611202230605215,-0.0250856292193058,0.0,0.0011125747384553,-0.0139200060450768,-5.951738703542819,,,,,,,,HKEX
2016-01-19,140.97882080078125,14590869,-0.0025554040758531,0.0005318215543925,0.0017475177124754,0.0002269285540492,-0.0127515341161409,0.0207075960848661,0.0322262715377765,0.0197370959014078,0.0167649793216067,0.0149509136777727,0.0033678504912544,0.0014702711863772,-0.0022979965594652,-0.0009125677690172,-0.0026072278372138,-0.0017397489231223,0.0032943510127314,0.0022931922287652,-0.0013115907910624,-0.0326308969861233,-0.072557239064591,-0.0014658502848717,115.85613742012391,0.0095993284258313,-0.0250856292193058,0.0,0.0011125747384553,-2.7457273043156816,-8.143131146947713,,,-8.143131146947713,,,,HKEX
